AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,RuheState,FernstState,TranspState
0.131451,0.627551,0.758484,51.705925,27.916761,-6.149191,48.653511,51.130554,-975.831787,39.187714,-7.60564,0,0,1
0.045269,0.750598,0.918152,49.889133,33.199203,11.346992,53.403114,53.350281,-974.68573,39.232239,-2.186043,0,0,1
0.055035,0.656848,0.78241,-5.225372,32.451111,20.492031,52.616734,55.433613,-972.616028,39.944477,-3.083681,0,0,1
0.096783,0.580676,0.679138,-10.294074,90.206841,44.171417,51.350426,63.129974,-968.154724,40.246799,-6.181827,0,0,1
-0.002094,0.649523,0.668884,-13.423846,137.031281,131.652328,49.877895,75.433304,-954.857849,44.158531,0.128696,0,0,1
-0.195698,0.688586,0.62323,-10.660487,234.313721,162.446228,48.755344,-82.645012,-938.450806,46.509228,11.898854,0,0,1
-0.366108,0.711047,0.676697,-48.141403,216.832794,114.339355,43.870068,-59.120911,-926.902527,42.743355,20.454351,0,0,1
-0.395405,0.69176,0.802429,-65.057434,134.130493,116.27829,37.307575,-44.25293,-915.158447,37.714642,20.466515,0,0,1
-0.275776,0.45885,0.947693,-100.47728,93.672485,91.194321,27.114851,-33.802631,-905.947815,24.93334,14.676805,0,0,1
-0.282856,0.322863,0.495789,-61.210106,84.603783,55.484394,21.103857,-24.241465,-900.343872,29.493887,25.551609,0,0,1
-0.47768,0.43468,1.011169,-16.049801,-2.9382,-34.164459,19.517981,-23.578241,-903.794495,21.240582,23.460936,0,0,1
-0.308735,0.397082,0.970154,27.52272,-73.884766,26.232489,22.27796,-30.091579,-901.14502,21.307022,16.410656,0,0,1
-0.211079,0.560656,1.005066,17.782261,-100.571785,3.102717,24.16511,-39.236485,-900.831665,28.631052,10.393023,0,0,1
0.215435,0.593859,0.975769,-1.378044,-61.365685,-31.095757,24.159863,-44.739342,-903.972351,30.722769,-10.680616,0,0,1
0.129498,0.604846,0.776062,17.660124,-50.587055,-13.813313,26.17569,-49.001617,-905.367493,37.551247,-7.49778,0,0,1
0.245708,0.852648,0.823914,-18.141403,1.214472,-17.569038,24.751774,-48.135529,-907.141968,44.761684,-11.707666,0,0,1
0.383892,0.619494,0.785583,7.965467,-0.739727,20.492031,25.751516,-47.66589,-905.072266,35.317848,-20.992641,0,0,1
0.232769,0.317736,1.016541,12.789895,-1.838964,13.866076,26.84133,-47.141159,-903.671814,16.944971,-12.328381,0,0,1
0.245953,0.582629,0.726746,14.957834,-18.44965,-28.133924,28.52928,-48.320312,-906.513367,37.212536,-14.791409,0,0,1
0.3065,0.734484,0.904968,-12.416211,15.580884,-86.36293,27.480742,-46.106384,-915.236023,37.550236,-14.73363,0,0,1
0.223492,0.713732,0.865906,14.896766,9.611418,-5.065222,29.177481,-44.458199,-915.74762,38.593582,-11.26392,0,0,1
0.261089,0.604113,0.870544,-9.393312,-20.525986,-38.927818,28.336418,-45.877533,-919.679321,33.611904,-13.841862,0,0,1
0.107037,0.459582,1.170349,2.179208,-19.655758,-64.576675,28.412554,-47.002827,-926.201538,21.358278,-4.86578,0,0,1
-0.002583,0.537463,0.792419,-14.553617,-56.525986,-77.584305,27.086729,-51.654625,-934.037537,34.14716,0.154536,0,0,1
0.392925,0.471057,1.222595,-23.164303,-36.251179,-54.210262,24.655067,-54.543549,-939.512756,20.143738,-16.693796,0,0,1
