AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,AccAngleX,AccAngleY,RuheState,FernstState,TranspState
0.899172,0.316771,0.302038,44.377281,32.129009,149.040817,-10.002739,-59.899994,38.166599,18.467005,-64.044662,0,0,1
0.625491,0.36975,0.322302,-16.966228,26.358015,87.025558,-10.927582,-57.131016,46.956181,27.720922,-51.896828,0,0,1
0.621829,0.277221,0.179724,-50.126534,13.518319,-8.516428,-15.206862,-55.890717,46.09602,23.184753,-62.018009,0,0,1
0.941653,0.247191,0.005896,-3.042565,-11.458779,-65.997345,-14.90971,-57.412838,39.430286,14.708457,-75.28727,0,0,1
0.739993,-0.149293,-0.06344,19.568123,-17.611452,-137.264526,-16.047352,-56.074116,25.566568,-168.634323,-77.635818,0,0,1
1.385012,-0.223268,0.004675,-8.050199,-61.168701,-131.127121,-16.706362,-62.623924,12.322729,-9.157398,-80.840576,0,0,1
1.065676,-0.234498,0.227331,-156.21814,-31.657251,-43.111847,-32.07761,-65.964104,7.968432,-12.145062,-72.961075,0,0,1
0.901614,-0.039186,0.182653,-75.958595,-32.817554,19.437771,-39.003223,-69.458992,9.931647,-2.439112,-78.294266,0,0,1
0.903811,0.141967,0.384558,-158.508224,-45.077099,46.185863,-53.747818,-73.843613,14.596419,8.224373,-65.603218,0,0,1
0.871829,0.195678,0.327429,-206.401352,-44.298473,73.804184,-72.865143,-78.078796,22.050642,11.866116,-66.369591,0,0,1
1.046389,0.225707,0.315954,-130.447144,2.663358,73.208763,-84.086159,-77.646423,29.444727,11.667193,-69.64122,0,0,1
0.976077,0.249389,0.439489,-122.477676,39.487785,51.086628,-94.264992,-73.437584,34.604477,13.114507,-62.629292,0,0,1
0.735354,0.188842,0.537634,-200.111267,36.739697,24.995022,-111.952469,-69.376884,37.128975,11.711882,-52.227474,0,0,1
0.940432,0.13391,0.657751,-163.515854,46.648094,41.575176,-125.765114,-64.461761,41.328068,6.655424,-54.482235,0,0,1
0.952151,-0.015748,0.408728,-141.164703,123.67099,23.025557,-137.239716,-52.266617,43.653648,-0.870732,-66.752312,0,0,1
0.924075,-0.013795,0.248083,-95.576912,111.579391,2.338534,-143.971664,-41.676159,43.889839,-0.826023,-74.950195,0,0,1
0.888918,-0.136842,0.132849,-88.752487,65.854195,-7.539329,-150.050095,-35.882195,43.128368,-8.656859,-77.890556,0,0,1
0.771487,-0.277467,-0.022425,26.789497,40.938168,-2.043145,-147.602005,-40.619793,42.922012,-160.226486,-70.159309,0,0,1
0.945803,-0.39441,0.010046,62.056671,-15.122902,-55.035511,-138.960312,-42.651394,37.363426,-22.635515,-67.356735,0,0,1
0.733645,-0.177125,0.156042,-9.851725,-83.321373,-4.638565,-137.421967,-51.488796,36.894932,-13.286923,-72.164032,0,0,1
0.873293,0.038939,0.16361,87.552856,-92.787025,-4.806503,-125.957367,-61.225067,36.409473,2.509478,-79.099335,0,0,1
0.938235,0.141723,0.282995,60.056671,-102.420609,-37.432457,-117.329231,-71.565338,32.628796,8.228902,-71.358986,0,0,1
0.884524,-0.023805,0.308874,45.629189,-64.634354,-46.577496,-110.495377,-77.945496,27.924469,-1.45545,-70.698029,0,0,1
0.782229,-0.087281,0.212683,1.491787,-16.145803,-30.058413,-108.260719,-79.457146,24.888569,-6.145435,-73.622047,0,0,1
0.792239,-0.153199,0.07279,39.20171,24.342747,-29.203451,-102.433319,-77.016869,21.93902,-10.899688,-77.915817,0,0,1
0.931399,-0.169801,0.020056,26.071939,34.022137,-16.913374,-98.010643,-73.700981,20.23077,-10.329627,-79.597778,0,0,1
1.211916,-0.052369,-0.041224,-1.22577,34.846565,2.185863,-99.722298,-77.413116,20.451542,-177.527115,-86.852272,0,0,1
0.875735,-0.013795,0.033239,13.30858,42.495422,-3.921007,-96.428604,-73.411598,20.055521,-0.901822,-87.646767,0,0,1
0.786868,-0.017701,0.090368,14.942168,6.312213,-25.371389,-93.046669,-72.985085,17.493011,-1.280281,-83.32515,0,0,1
0.95386,0.051635,0.420446,68.071945,28.144274,20.231665,-84.391258,-70.060745,19.536409,2.835767,-66.054199,0,0,1
1.086428,0.020873,0.702429,74.789497,109.762596,115.391968,-75.28228,-58.937305,31.190998,0.924332,-57.103836,0,0,1
0.868167,0.034789,0.745397,82.316216,222.006866,127.040825,-65.594154,-36.770721,44.022121,1.741434,-49.320194,0,0,1
0.694583,-0.230592,0.65946,223.461243,229.74733,157.697311,-42.434814,-14.191601,59.949551,-13.536785,-44.834251,0,0,1
-0.041013,0.306518,0.748327,332.194061,53.838932,86.491203,-8.260669,-8.520723,68.685165,22.244066,2.903374,0,0,1
0.302004,0.321898,0.901403,-39.744854,-17.870993,-15.585131,-11.655272,-10.469414,67.111069,18.70656,-17.511677,0,0,1
0.141116,0.371215,0.860876,21.278048,13.075571,14.628611,-8.855043,-9.137007,68.588562,23.051056,-8.560086,0,0,1
0.237063,0.424682,0.810827,-25.76012,4.312213,23.956856,-10.693889,-8.817851,71.008202,26.68948,-14.520378,0,0,1
-0.426023,0.734496,0.813269,146.270401,61.335114,-64.394295,4.771043,-2.145664,64.504379,38.660526,21.24408,0,0,1
-0.27783,0.747191,0.592077,-43.271572,80.06794,-193.982071,1.368685,6.147327,44.912189,48.804115,16.247637,0,0,1
-0.083738,0.657592,0.50321,-55.134171,5.579389,-92.333221,-3.071924,6.69212,35.586533,52.197327,5.774572,0,0,1
-0.152341,0.579467,0.493444,-40.21814,-27.825191,-89.707268,-6.025432,4.030514,26.526098,48.292324,11.318751,0,0,1
-0.330808,0.61682,0.590124,-77.592178,-65.809921,-125.279785,-12.737858,-2.140312,13.87284,42.357113,21.182503,0,0,1
-0.332273,0.670043,0.794714,-102.691414,-77.2145,-157.325592,-21.889933,-9.385668,-2.017045,37.87833,17.726568,0,0,1
-0.276853,0.272094,1.029577,-16.340273,-1.519848,-270.363739,-22.783154,-9.056932,-29.323784,14.316925,14.572839,0,0,1
0.132815,0.012084,1.121374,200.056671,44.022137,-240.516434,-2.513618,-4.653567,-53.615944,0.613113,-6.754226,0,0,1
0.05054,0.119506,1.148229,94.148277,-35.260303,-107.646202,6.974174,-8.100696,-64.488213,5.936152,-2.506736,0,0,1
0.041506,0.145873,1.049108,-14.783023,-71.870995,-101.875206,5.529663,-15.097355,-74.777611,7.909816,-2.244071,0,0,1
-0.052488,0.097533,0.972937,-39.454781,-56.878624,-35.753067,1.628162,-20.363802,-78.388672,5.716303,3.072618,0,0,1
-0.086423,0.180053,1.071813,-43.851727,-34.130535,-10.974442,-2.554732,-23.243835,-79.497093,9.50573,4.546514,0,0,1
0.015139,0.169066,0.977331,-147.546387,-41.382442,44.872887,-16.911514,-26.892483,-74.964935,9.813191,-0.874473,0,0,1
-0.065427,-0.102174,0.978308,-119.836456,-20.725956,-28.043144,-28.55368,-28.329977,-77.797295,-5.949126,3.805492,0,0,1
0.21094,-0.317262,0.942663,-31.470045,3.212976,-33.447723,-31.461155,-27.684837,-81.175514,-18.182068,-11.973927,0,0,1
0.055178,-0.414918,0.794958,-33.302109,56.510689,-45.356121,-34.678284,-21.608135,-85.756485,-27.505283,-3.521146,0,0,1
0.008059,-0.203492,0.881628,-12.111267,-21.733589,-63.966808,-35.443424,-23.33737,-92.217133,-12.996535,-0.510318,0,0,1
0.293948,-0.228639,0.711218,-6.828824,-5.138168,-121.676735,-35.741405,-23.808764,-104.506485,-16.546673,-21.478149,0,0,1
0.028323,-0.139527,0.903601,44.209343,158.617554,-82.073685,-30.82621,-7.668108,-112.795929,-8.773624,-1.774296,0,0,1
-0.262449,-0.131959,0.656042,87.903999,-56.054199,-112.272156,-21.720516,-12.634698,-124.135414,-10.578386,21.414789,0,0,1
-0.14575,0.452514,0.482946,137.14064,6.983969,-206.394287,-6.874068,-11.442337,-144.981232,41.892918,12.419731,0,0,1
0.219485,1.315063,1.132604,223.43071,14.983969,-170.867569,16.353392,-9.874528,-162.238861,48.740242,-7.207543,0,0,1
0.086428,0.858275,2.009069,92.529961,102.174812,-44.012608,25.647202,0.390917,-166.684128,23.113066,-2.265459,0,0,1
-0.0249,0.582641,1.210241,19.873466,-41.519848,-8.928641,27.615385,-3.705296,-167.585922,25.702599,1.062022,0,0,1
-0.258787,0.651488,1.124792,-101.408974,55.869465,47.010292,17.614477,2.123966,-162.837875,29.443024,11.25982,0,0,1
-0.304197,0.931762,0.70487,-131.21051,29.854197,34.369072,5.285244,5.328333,-159.366592,50.513763,14.593874,0,0,1
-0.181882,0.668578,0.657019,-95.928055,-39.046562,16.888153,-3.426583,1.576555,-157.660889,44.442001,10.980872,0,0,1
-0.288083,0.3031,0.319616,-39.546383,-11.397711,43.391972,-6.569127,1.080586,-153.278305,35.161369,33.185471,0,0,1
-0.392576,0.376098,0.417028,48.102474,14.174809,5.651511,-1.010731,3.161118,-152.707504,33.291573,34.956123,0,0,1
-0.381589,0.65808,0.600866,131.522324,18.403816,-38.485893,12.882655,5.383126,-156.594574,42.754539,23.181057,0,0,1
-0.58325,0.84851,1.269079,115.491791,-38.023663,-100.867577,24.681967,1.930074,-166.782196,31.279308,20.909655,0,0,1
-0.174802,0.965697,0.740026,50.728428,42.953438,-27.295053,30.245089,6.306526,-169.539001,51.783062,8.176096,0,0,1
-0.155515,0.930297,0.580603,74.926903,146.235886,37.483574,38.19912,20.816256,-165.753159,57.133305,8.071553,0,0,1
-0.245603,0.748168,0.818395,45.888733,168.31221,57.81945,42.801315,37.309258,-159.913391,41.205688,12.489119,0,0,1
-0.422849,0.702758,1.147741,-21.454777,107.121376,38.246933,40.419281,47.514801,-156.050446,29.879288,17.442667,0,0,1
-0.376707,0.913939,0.945349,-112.584549,66.7855,15.407236,29.305813,53.494663,-154.494308,41.926907,15.98648,0,0,1
-0.351316,1.018432,0.66947,-137.073105,-2.817558,1.315634,16.220421,52.467487,-154.361435,53.411007,16.079903,0,0,1
-0.454099,0.845824,0.370886,-126.844093,5.640457,22.796549,4.446402,52.50008,-152.05899,55.270893,26.182425,0,0,1
-0.613767,0.715697,0.293249,-72.233398,-74.57328,1.849985,-1.863075,44.837486,-151.872147,46.455681,38.433743,0,0,1
-0.593748,0.68225,0.087194,35.659725,-75.474045,-54.241615,2.677082,37.286366,-157.350555,48.66473,40.802628,0,0,1
-0.433591,1.0614,0.567907,182.316208,-31.489313,-116.088951,21.790251,33.82,-169.075546,56.052597,19.808569,0,0,1
-0.382078,0.958129,0.918005,123.033775,85.182442,-59.340855,34.411079,41.896225,-175.06897,43.937439,16.06328,0,0,1
-0.249265,0.745727,0.790808,73.201714,-17.107635,-54.638561,41.807709,39.623306,-180.587463,41.967381,12.915915,0,0,1
-0.248289,0.652953,0.579382,61.339115,16.266411,0.598076,47.963089,40.75843,-180.527054,46.009441,15.877168,0,0,1
-0.471189,0.625365,0.770544,14.056672,7.823664,23.81945,49.089127,41.225624,-178.121292,34.698498,25.398676,0,0,1
-0.581785,0.957152,0.756384,-40.615086,127.808395,52.292736,44.989006,53.561516,-172.839722,45.087051,25.496269,0,0,1
-0.565183,1.225463,0.933386,-120.996758,100.052673,41.468307,33.079323,62.796463,-168.651428,48.317802,20.147894,0,0,1
-0.420164,0.988158,0.418005,-185.164703,192.281677,53.437775,15.271046,81.00029,-163.254211,59.045559,21.385454,0,0,1
-0.503171,0.865111,0.469519,-110.111267,196.663361,9.92632,5.096756,-80.612465,-162.251648,51.497299,27.075766,0,0,1
-0.439939,0.870238,0.714147,-58.279205,122.342751,-47.676731,0.147434,-66.463829,-167.067001,46.05452,21.345312,0,0,1
-0.163572,0.95935,0.610876,-45.928062,-11.245039,-76.913376,-3.269325,-66.083908,-174.835251,56.607418,8.184202,0,0,1
-0.113279,0.953979,0.402136,-76.721954,-10.985497,-11.615664,-9.47089,-65.724686,-176.008438,66.349426,6.244427,0,0,1
-0.426267,0.914672,0.261267,-6.492947,-81.53511,63.895786,-8.697367,-75.597786,-169.554962,61.338779,24.137651,0,0,1
-0.86865,0.62976,0.094519,75.339119,-132.939697,82.491203,-0.350724,-89.769119,-161.223343,35.781528,53.754597,0,0,1
-0.965574,0.968871,0.439489,153.003235,-66.954964,78.537003,15.648639,82.643593,-153.291107,42.404335,42.226501,0,0,1
-0.770994,0.94348,0.828894,137.064301,79.243515,51.651512,29.698475,89.465164,-148.07431,39.809177,31.546179,0,0,1
-0.660642,0.696654,0.756628,20.17881,-32.970226,-1.646198,31.796679,85.06675,-148.24057,34.743752,32.714062,0,0,1
-0.509519,0.731078,0.620397,1.125375,33.136642,-14.333221,32.118584,87.204994,-149.688232,42.322556,27.985855,0,0,1
-0.498533,1.222533,1.003454,-37.989132,55.869465,-28.150015,28.665932,-88.659248,-152.531387,47.494255,17.4951,0,0,1
-0.339597,1.034301,0.740026,-136.584549,75.564125,-9.569862,15.60926,-82.707718,-153.49794,51.789318,14.95062,0,0,1
-0.51196,1.137816,0.646032,-171.363174,181.365646,-16.898108,-0.582885,-62.674603,-155.204651,54.078442,21.369368,0,0,1
-0.332761,1.102172,0.606481,-160.599823,84.083206,-69.600395,-15.309684,-52.802235,-162.234283,57.885757,14.816144,0,0,1
-0.114011,0.837523,0.250036,-116.096001,11.304579,-38.562225,-25.05798,-50.478634,-166.129074,71.834633,7.431711,0,0,1
-0.262693,0.636596,0.217077,-50.645618,-29.489313,10.598076,-28.332937,-51.961235,-165.05867,61.839237,21.334095,0,0,1
-0.403806,0.90808,0.068151,101.476524,-113.886261,23.346169,-16.407614,-61.716194,-162.700714,65.726059,23.914131,0,0,1
-0.541013,1.12976,0.487097,226.957428,-115.306107,24.796549,7.528855,-75.020126,-160.196259,57.203514,23.737177,0,0,1
-0.821775,1.259398,1.0203,177.201706,33.380917,72.18586,25.795101,-73.277969,-152.905487,43.869884,26.885376,0,0,1
-0.546873,0.711791,0.756872,68.087212,-79.764122,-1.753069,32.76482,-82.752251,-153.08255,37.317451,27.760067,0,0,1
-0.57324,0.582397,0.666784,37.003235,-18.008398,-1.157649,36.442455,-85.821213,-153.199478,33.517521,32.922909,0,0,1
-0.584714,0.701537,0.724645,-7.805923,13.060305,9.346168,35.680882,-85.810036,-152.255508,36.995323,30.102205,0,0,1
-0.685056,1.028686,0.871374,-71.454773,35.457253,-18.928642,28.751936,-83.645523,-154.167297,42.863312,26.937326,0,0,1
-0.473386,0.948119,0.76444,-99.546379,96.770233,14.537007,19.254169,-75.569489,-152.699066,46.518623,21.240513,0,0,1
-0.360105,1.100463,0.521765,-142.263947,181.915268,27.849985,5.988881,-55.722691,-149.886215,60.054146,16.471859,0,0,1
-0.464597,1.044799,1.106237,-132.584549,136.678619,-42.363754,-6.433138,-40.740204,-154.164948,41.048801,16.978903,0,0,1
