AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngleX,AngleY,AngleZ,AccAngleX,AccAngleY,RuheState,FernstState,TranspState
0.030368,0.108637,1.011985,-22.253954,-4.238291,-17.681465,-7.370591,3.642414,-92.325027,6.124534,-1.709031,0,0,1
0.003024,-0.002935,1.277366,-24.391359,-2.879512,-14.933374,-9.640069,3.281839,-93.833298,-0.13165,-0.135658,0,0,1
0.104587,-0.016607,1.004173,33.639175,-1.719207,-32.276882,-6.136509,2.92713,-97.093262,-0.94237,-5.945242,0,0,1
0.028903,-0.13355,0.994407,39.639175,12.463999,-25.742535,-2.243212,4.069272,-99.69326,-7.645944,-1.650077,0,0,1
-0.057278,0.092036,0.610374,3.028489,3.151022,-17.589863,-1.727832,4.405803,-101.469833,8.537829,5.301432,0,0,1
-0.03262,-0.006841,0.826927,-13.643267,3.990717,5.295634,-3.053159,4.757867,-100.934975,-0.473639,2.258921,0,0,1
-0.079739,0.103999,0.987083,-37.307392,-20.146688,25.173496,-6.56488,2.760453,-98.392448,5.995077,4.593167,0,0,1
-0.051907,0.033198,1.356956,0.448336,-8.5131,44.349072,-6.361198,1.906418,-93.913193,1.40043,2.189995,0,0,1
-0.064847,-0.076666,1.044944,66.158257,8.097587,46.364338,0.230608,2.74062,-89.230392,-4.188133,3.541586,0,0,1
-0.091214,-0.207037,1.075218,24.631542,-13.932947,47.47884,2.446805,1.401963,-84.435028,-10.861013,4.761898,0,0,1
0.084812,-0.032232,0.729026,3.440702,-17.016916,33.585712,2.688139,-0.442996,-81.04287,-2.514593,-6.629277,0,0,1
-0.02969,0.04394,0.781028,-5.628,6.693007,33.036095,2.14167,0.271809,-77.706223,3.217695,2.173591,0,0,1
-0.033597,0.080561,0.900901,-6.620367,-2.268825,31.600977,1.545681,0.084349,-74.514526,5.106421,2.127221,0,0,1
-0.087063,-0.032232,1.228294,9.226962,-15.627604,37.524643,2.398064,-1.383097,-70.724541,-1.499406,4.053047,0,0,1
0.002048,-0.209722,1.05471,43.089554,-0.482566,69.234566,6.390185,-1.405382,-63.73185,-11.246181,-0.109111,0,0,1
-0.088284,-0.069341,0.914085,30.982687,-11.306993,87.921585,9.242686,-2.386422,-54.851768,-4.318059,5.500924,0,0,1
-0.108792,-0.144292,0.764183,41.333832,27.929647,113.356697,12.937289,0.585054,-43.40274,-10.588352,7.963538,0,0,1
-0.033108,-0.149664,0.801536,1.868183,16.479267,116.883415,12.652102,2.250974,-31.597515,-10.567719,2.325184,0,0,1
-0.058987,-0.222173,0.952171,5.56284,3.807511,130.226929,12.687475,2.651871,-18.444595,-13.109767,3.452458,0,0,1
-0.193753,-0.455572,1.378685,-42.467697,3.838045,165.204025,7.867886,3.130735,-1.758988,-18.119335,7.60055,0,0,1
-0.024319,-0.198248,1.039573,-19.536396,15.609037,127.402504,5.56094,4.639431,11.108665,-10.793839,1.316395,0,0,1
-0.242825,-0.03565,0.962669,5.318565,26.051785,124.242195,5.935023,7.408203,23.657127,-2.056473,14.147753,0,0,1
-0.146634,-0.135259,1.002464,-8.223419,-6.910047,119.600975,4.850282,6.741045,35.736828,-7.604372,8.248133,0,0,1
-0.083646,-0.042486,0.9468,-5.887542,-8.100886,105.555176,4.11934,5.905272,46.3979,-2.55936,5.043668,0,0,1
0.029147,0.019038,0.931419,-10.635633,-11.826077,79.433037,3.007646,4.580781,54.420635,1.170353,-1.792033,0,0,1
0.101901,0.098627,0.976585,-5.017313,-25.551268,45.219299,2.565598,1.841561,58.987785,5.73594,-5.927015,0,0,1
0.083591,-0.287359,1.355491,47.975052,35.028885,22.226931,7.023912,5.202842,61.232704,-11.947232,-3.45233,0,0,1
-0.042142,-0.058599,0.97097,4.646809,8.18919,16.852884,7.274367,5.958965,62.934845,-3.450435,2.480659,0,0,1
0.027438,0.014399,0.816185,20.891085,-6.986382,19.524641,9.216882,5.10977,64.906837,1.010123,-1.925144,0,0,1
-0.029446,0.012934,0.95095,-2.81884,-17.871878,30.99029,8.769113,3.274085,68.036858,0.778871,1.77344,0,0,1
-0.018704,0.137202,0.915794,-9.261587,-9.795543,31.585709,7.847394,2.262183,71.227013,8.518771,1.157131,0,0,1
-0.077054,0.124262,1.010032,-0.147084,14.234991,33.204033,7.81576,3.71252,74.58062,6.993619,4.33003,0,0,1
-0.071438,0.066645,1.262718,1.120092,11.990717,39.204033,7.830639,4.889782,78.54023,3.016398,3.233576,0,0,1
-0.089505,0.007563,0.981468,64.753677,19.563236,31.41777,14.09214,6.832566,81.713425,0.439676,5.210517,0,0,1
-0.033353,-0.037847,0.866478,33.776577,-13.551269,24.50174,17.103519,5.398655,84.188103,-2.499204,2.202249,0,0,1
0.042575,0.070551,0.739524,-18.131817,-27.902412,13.081893,15.075575,2.4633,85.509377,5.440619,-3.280081,0,0,1
0.00278,0.096918,0.753685,-2.009679,-1.749741,2.211664,14.721697,2.236652,85.732758,7.327565,-0.209632,0,0,1
0.033298,0.136713,0.941673,-16.849373,-23.963482,-13.941008,12.924622,-0.22007,84.324715,8.255478,-2.004159,0,0,1
0.069187,0.02978,1.259788,-16.513496,-17.64287,-14.261619,11.058665,-2.024812,82.884293,1.35211,-3.142603,0,0,1
0.119724,-0.225103,1.499046,23.517038,1.028885,-34.979176,12.994944,-1.972795,79.351395,-8.513257,-4.515906,0,0,1
0.000827,-0.121587,1.115501,39.532303,14.891479,-35.910473,16.523542,-0.460225,75.724434,-6.220568,-0.042235,0,0,1
-0.037015,0.029292,0.689476,32.356731,19.273159,-20.170015,19.444326,1.518041,73.687263,2.429183,3.070223,0,0,1
-0.057034,0.053217,0.6968,-6.269221,4.922014,-3.803603,18.521971,2.068177,73.303101,4.352919,4.665792,0,0,1
-0.066556,0.140131,0.799827,-27.566931,-3.826077,13.982656,15.621036,1.741823,74.715347,9.903929,4.685722,0,0,1
-0.032132,0.086909,1.331077,-28.086016,7.532701,33.341438,12.603353,2.480171,78.082832,3.734569,1.379899,0,0,1
-0.058499,-0.170904,1.667503,-24.452427,38.494534,44.303268,9.814019,6.280732,82.557465,-5.848288,1.998754,0,0,1
-0.073147,-0.086919,1.100852,17.059023,2.158656,34.608612,11.216148,6.444576,86.052933,-4.504615,3.789739,0,0,1
0.04819,-0.007818,0.72512,18.005589,-17.826077,27.79945,12.761692,4.475221,88.86068,-0.61635,-3.801983,0,0,1
0.025241,0.061274,0.693626,-6.11655,-2.803176,4.959756,12.001943,4.066738,89.361618,5.045001,-2.07601,0,0,1
-0.007474,0.082758,0.80471,-17.551664,-1.032184,-14.292153,10.142071,3.893824,87.918114,5.871541,0.52932,0,0,1
0.03989,0.160883,1.084007,-29.108915,-11.10852,-19.360855,7.226756,2.674733,85.962669,8.436325,-2.084625,0,0,1
-0.015774,0.061274,1.356468,-30.162352,-6.971115,-19.024977,4.148475,1.94455,84.041145,2.586214,0.665586,0,0,1
0.08237,-0.004156,0.995384,39.211693,0.616671,-30.063145,7.941911,1.872086,81.004768,-0.238396,-4.730528,0,0,1
0.004733,-0.048833,0.908226,28.142992,-2.574169,-25.818871,10.507113,1.57389,78.397064,-3.077676,-0.298175,0,0,1
-0.050687,0.076411,0.654319,11.333833,2.922014,-4.108946,11.551616,1.919628,77.982063,6.641047,4.399763,0,0,1
-0.023343,0.093256,0.753196,-9.337923,-3.719207,8.104794,10.537411,1.548342,78.800644,7.054754,1.761678,0,0,1
-0.036038,0.169428,0.907005,-26.391359,4.723541,19.371969,7.9259,2.029645,80.75721,10.572734,2.236691,0,0,1
-0.043118,0.131586,1.348411,-18.192884,7.960182,19.600977,6.078066,2.813409,82.736908,5.570805,1.822871,0,0,1
-0.088528,0.041254,1.064231,39.593372,16.754076,17.219297,9.919703,4.510492,84.476059,2.212297,4.751661,0,0,1
0.007175,-0.030767,0.945579,17.837648,-31.077986,12.486473,11.449608,1.335493,85.73719,-1.863569,-0.434507,0,0,1
0.025485,0.04687,0.682884,9.868183,-7.276459,-1.986809,12.275842,0.545914,85.536522,3.923607,-2.132285,0,0,1
-0.045804,0.060786,0.774681,-14.147083,-4.879512,-10.246351,10.719621,0.119489,84.50164,4.478755,3.373382,0,0,1
0.01572,0.136713,0.948997,-14.421893,-2.40623,-19.650932,9.24168,-0.139855,82.516899,8.196573,-0.939298,0,0,1
0.043308,0.087885,1.236106,-22.223419,-2.681039,-20.460093,6.938458,-0.442458,80.450432,4.064313,-2.001518,0,0,1
0.129245,-0.041753,1.128929,28.707878,-4.864245,-38.078411,9.599108,-1.045604,76.604515,-2.104385,-6.526634,0,0,1
0.021335,-0.082281,0.977562,33.517036,-0.390963,-35.528793,12.628442,-1.088307,73.016106,-4.810071,-1.245859,0,0,1
-0.000149,0.08642,0.680442,12.509405,5.059419,-27.208183,13.758817,-0.56551,70.268082,7.238167,0.012481,0,0,1
-0.028714,0.059077,0.751487,4.356733,9.899114,-6.093679,14.004704,0.469243,69.652618,4.491683,2.181448,0,0,1
-0.064603,0.169672,0.860862,-18.162352,-11.978749,10.058992,12.149287,-0.641579,70.668579,11.119364,4.210948,0,0,1
-0.024075,0.120844,1.256614,-24.528763,-11.383329,31.921587,9.588284,-1.733619,73.892662,5.492044,1.092544,0,0,1
-0.040433,0.07226,1.050804,46.402534,-5.505466,21.875786,14.068061,-2.199911,76.102119,3.930946,2.198342,0,0,1
0.004978,-0.173589,1.265159,25.807116,0.601404,17.952122,16.184837,-2.100852,77.915283,-7.812569,-0.223326,0,0,1
0.007663,0.071528,0.678978,10.555206,-9.719207,9.41777,17.026161,-3.033703,78.866478,6.013342,-0.643067,0,0,1
0.023288,0.071284,0.722923,-7.398993,-7.413863,-1.742535,16.065855,-3.743577,78.690483,5.628536,-1.836177,0,0,1
0.027194,0.135249,0.886985,-19.612732,-7.383329,-8.872306,13.976583,-4.434229,77.79438,8.665736,-1.736044,0,0,1
-0.023343,0.022456,1.359397,-15.429526,5.746442,-5.528794,12.188763,-3.757089,77.23597,0.94623,0.983619,0,0,1
0.048679,-0.11939,1.538597,12.356733,-6.055085,-17.528795,13.079359,-4.317414,75.465561,-4.434866,-1.806714,0,0,1
-0.035794,-0.095953,1.223899,38.692608,19.471632,-15.788336,16.557949,-2.270363,73.870941,-4.480862,1.670063,0,0,1
-0.024563,0.030756,0.680687,23.242229,0.799877,-0.933374,18.579016,-2.104492,73.776672,2.58543,2.064593,0,0,1
-0.034573,0.080561,0.664085,-7.582199,3.181556,15.784183,17.5951,-1.68832,75.370872,6.907565,2.958561,0,0,1
-0.016751,0.109858,0.850608,-17.597466,-0.40623,21.73838,15.648557,-1.672385,77.566452,7.357725,1.118886,0,0,1
-0.015042,0.123042,1.281028,-27.597466,1.27316,32.791817,12.713709,-1.499527,80.878426,5.485997,0.669662,0,0,1
-0.04971,-0.205328,1.605735,37.196426,31.242626,29.402504,15.995468,1.658036,83.848076,-7.283495,1.75887,0,0,1
-0.0668,-0.135992,1.196311,8.753679,11.120487,39.387238,16.412493,2.789093,87.826187,-6.475305,3.175561,0,0,1
0.033298,0.022944,0.750999,5.104824,-22.879513,24.746016,16.624481,0.417946,90.325531,1.748188,-2.537539,0,0,1
0.049899,0.046137,0.760521,-4.345557,0.448732,2.089527,15.931151,0.379061,90.536575,3.464181,-3.747052,0,0,1
0.036472,0.11645,0.822776,-11.52113,-1.444398,-18.154749,14.633125,0.178252,88.702942,8.047918,-2.513108,0,0,1
0.030856,0.036372,1.260765,-17.612732,7.97545,-34.643295,12.630194,0.936068,85.203972,1.651963,-1.401417,0,0,1
0.043796,-0.068365,1.466575,-19.963877,0.952549,-34.612762,10.348211,0.977457,81.708084,-2.667737,-1.708644,0,0,1
0.066013,-0.061773,1.152366,27.303299,24.051785,-41.986809,12.782461,3.273076,77.467415,-3.063409,-3.273885,0,0,1
0.030124,0.049311,0.719017,21.074291,-1.795543,-30.628031,14.691143,2.982023,74.373985,3.919843,-2.393454,0,0,1
0.006687,0.035639,0.780052,6.402534,11.303694,-18.918108,15.08336,4.03141,72.463257,2.615826,-0.49061,0,0,1
-0.013333,0.114741,0.826927,-12.238687,1.990717,-7.131847,13.72828,4.166122,71.742943,7.898657,0.914968,0,0,1
-0.015042,0.090815,1.22805,-16.162352,12.250259,8.639145,11.938545,5.309327,72.615494,4.229039,0.699852,0,0,1
-0.002347,-0.120367,1.496604,-19.154716,35.395298,9.036091,9.711877,8.708359,73.528137,-4.598198,0.089551,0,0,1
-0.024563,-0.015386,1.090843,4.448336,3.97545,3.509374,9.941777,8.953479,73.882584,-0.807893,1.289834,0,0,1
0.055271,0.044672,0.753685,11.211695,-17.505466,-7.589862,10.920336,6.957981,73.116005,3.383002,-4.186884,0,0,1
0.022556,0.045893,0.818382,1.608641,5.517434,-31.360857,10.925322,7.333411,69.948555,3.208445,-1.576271,0,0,1
-0.062649,0.105952,0.874534,-10.482962,-6.955848,-36.750168,9.807019,6.57961,66.236786,6.890351,4.067881,0,0,1
-0.046048,0.051264,1.209495,-7.444794,-6.039818,-30.322687,8.922498,5.893764,63.174194,2.42526,2.178356,0,0,1
-0.052396,0.054194,1.235618,-24.040213,-20.238291,-17.437191,6.41473,3.821219,61.413036,2.509115,2.425803,0,0,1
0.046237,0.085444,0.948265,18.417803,-7.581802,-17.650932,8.212283,2.938742,59.630291,5.142683,-2.78028,0,0,1
-0.085843,0.001948,0.99636,32.341465,24.906748,2.639145,11.251428,5.443722,59.896843,0.111592,4.924226,0,0,1
-0.10806,0.098627,0.864036,5.547573,9.349495,22.028458,11.704739,6.401922,62.121716,6.462067,7.083087,0,0,1
-0.07803,0.133295,0.828636,-4.482962,-7.200123,46.547543,11.208898,5.667449,66.823021,9.098812,5.311632,0,0,1
-0.073147,0.092768,1.073509,-0.315023,0.540335,69.509369,11.052092,5.685254,73.843468,4.927619,3.883604,0,0,1
-0.04556,-0.019048,1.215843,-41.5364,1.86858,84.135323,6.701838,5.799415,82.341133,-0.896938,2.145697,0,0,1
-0.07388,0.165034,0.702659,3.608641,11.242625,85.265099,7.187936,6.913108,90.952911,13.147566,5.844324,0,0,1
-0.045804,-0.01856,0.928489,4.799481,-22.070353,66.013191,7.496355,4.646796,97.620247,-1.143772,2.823631,0,0,1
-0.05972,0.047358,0.869651,-7.475328,18.280792,71.845253,6.668715,6.441745,104.876617,3.109723,3.922591,0,0,1
-0.086087,0.063959,0.945335,-6.315023,6.830411,58.639145,5.987373,7.092813,110.799171,3.854717,5.191484,0,0,1
-0.026028,0.086909,1.073753,6.448336,-2.085619,40.898689,6.598403,6.772204,114.929939,4.626034,1.384083,0,0,1
-0.059476,0.105219,1.029319,14.524673,-26.161955,38.990292,8.020627,4.113047,118.867958,5.826973,3.289852,0,0,1
-0.045315,-0.052496,1.187522,40.875816,2.372396,50.562809,11.855516,4.30927,123.9748,-2.52933,2.183196,0,0,1
-0.119778,-0.006841,1.049827,21.822382,3.685373,72.089523,13.770967,4.718039,131.255844,-0.370962,6.508787,0,0,1
-0.084866,-0.039312,0.916771,22.173527,31.776978,96.990288,15.641384,7.874644,141.051865,-2.444954,5.284017,0,0,1
-0.069241,-0.006109,0.861839,-2.574565,21.517435,113.295631,15.06563,9.938811,152.49472,-0.404813,4.593234,0,0,1
-0.048733,-0.021001,0.94973,-12.727237,29.349495,124.242195,13.479274,12.703782,165.043182,-1.265117,2.936721,0,0,1
0.019626,-0.057134,1.076438,-19.994411,24.112854,127.814713,11.169887,14.815536,177.952469,-3.037742,-1.043052,0,0,1
-0.034817,-0.104742,1.105979,9.654443,23.410564,19.020824,20.280773,37.451599,196.935257,-5.407394,1.795108,0,0,1
-0.020657,0.03979,0.837181,-8.940977,-26.345161,27.173496,19.053347,34.148975,199.652603,2.720281,1.411879,0,0,1
0.006442,0.043208,0.94973,-6.208153,-5.642871,35.631512,18.109892,32.899696,203.251389,2.60479,-0.388252,0,0,1
-0.020413,0.077875,0.948265,-7.872275,1.624305,37.738384,17.062372,32.427059,207.062973,4.693753,1.229067,0,0,1
-0.027493,0.094233,1.045433,-2.315023,15.089952,45.249832,16.594959,33.302128,211.633209,5.148822,1.500358,0,0,1
-0.001614,0.022456,1.209495,-16.253954,10.326594,50.562809,14.675517,33.659744,216.740051,1.063634,0.076457,0,0,1
-0.015042,0.132807,0.753929,42.967419,-16.757374,34.425407,18.83469,31.350416,220.21701,9.988409,1.125657,0,0,1
-0.063382,-0.161871,1.221946,23.547573,2.479266,36.226933,20.638016,31.027679,223.875931,-7.535994,2.943578,0,0,1
-0.006009,0.083247,0.771019,5.288031,-4.833711,16.333801,20.87191,29.937565,225.52565,6.162147,0.443935,0,0,1
0.023044,0.098627,0.834983,-15.047847,-2.421497,-4.139481,19.099716,29.067736,225.107559,6.733968,-1.569944,0,0,1
0.03281,0.133295,1.001976,-13.032579,3.303694,-24.933374,17.579231,28.776199,222.589294,7.573701,-1.859106,0,0,1
0.051364,0.018061,1.203147,4.295664,-7.902413,-36.84177,17.670017,27.36961,218.868271,0.859248,-2.444288,0,0,1
-0.005276,-0.205816,1.482933,14.005589,21.288427,-56.918106,18.544861,28.933384,213.119537,-7.901544,0.201926,0,0,1
0.120212,-0.136968,1.098167,15.639176,33.257893,-69.482994,19.580576,31.522596,206.101761,-7.067682,-6.19941,0,0,1
0.020847,0.04809,0.784202,9.272763,1.532702,-61.742535,20.176943,31.013454,199.865768,3.50797,-1.519898,0,0,1
-0.122708,0.098139,0.868675,7.77658,10.509801,-33.666199,20.670788,31.593248,196.465485,6.382864,7.990171,0,0,1
-0.138089,0.091547,0.904808,-8.116549,-16.421497,-6.780702,19.568232,29.508661,195.78064,5.711767,8.633931,0,0,1
-0.100247,0.081293,1.18679,-11.215786,-10.604703,27.707848,18.144823,27.965176,198.579132,3.904698,4.817027,0,0,1
-0.047269,-0.089605,1.379905,-36.238689,-1.581802,48.868153,14.12076,27.288462,203.514816,-3.713148,1.957776,0,0,1
-0.03555,0.013667,0.869651,6.081923,3.517434,44.791817,14.458324,27.137661,208.038788,0.899573,2.340558,0,0,1
-0.002835,0.033442,0.809593,9.165894,-11.795543,31.967388,15.123705,25.431395,211.267487,2.365361,0.200462,0,0,1
0.006198,0.037104,0.840355,-2.070748,7.013618,21.524641,14.66683,25.608532,213.441483,2.528059,-0.42218,0,0,1
0.01572,0.114497,0.883567,-13.032579,-9.642871,6.959756,13.231175,24.121695,214.144424,7.382341,-1.010804,0,0,1
0.042819,0.101557,1.156517,1.730779,5.80751,-14.170015,13.238164,24.171843,212.713257,5.01502,-2.112253,0,0,1
0.050876,0.042475,1.175071,-24.177618,3.70064,-15.39139,10.621665,24.005144,211.158722,2.068223,-2.477518,0,0,1
0.094577,0.044917,0.907249,15.394901,-2.757375,-32.429554,11.9894,23.133232,207.883331,2.81906,-5.944136,0,0,1
0.001071,-0.019292,0.883079,15.66971,-6.589436,-25.177649,13.27557,22.016954,205.340393,-1.251531,-0.069491,0,0,1
-0.024808,0.062006,0.805442,-2.024946,2.311328,-12.429558,12.897632,21.84057,204.085007,4.400109,1.75895,0,0,1
-0.048245,0.064448,0.865257,-7.689069,3.471633,-1.727267,11.963678,21.811035,203.910553,4.253168,3.182604,0,0,1
-0.029446,0.117182,1.12014,-9.627999,-2.055085,14.39487,10.890828,21.201355,205.364441,5.970162,1.497678,0,0,1
-0.089261,0.082514,1.187522,-25.597466,14.586136,32.761284,8.218647,22.306829,208.673325,3.963623,4.288283,0,0,1
-0.054349,0.131342,0.708763,34.005585,5.38003,35.585712,11.629517,22.479443,212.267487,10.468456,4.31179,0,0,1
0.032321,-0.016363,0.936058,22.15826,-17.398596,29.249832,13.570134,20.268196,215.221725,-1.000863,-1.977288,0,0,1
0.045017,0.089594,0.719993,6.814748,9.715907,6.318534,14.114847,20.753504,215.859894,7.079604,-3.550372,0,0,1
0.001071,0.072016,0.851341,-10.513495,0.097587,-13.299787,12.888629,20.346659,214.516617,4.835216,-0.071842,0,0,1
0.068698,0.108393,1.095726,-14.299755,-8.848978,-38.337952,11.328238,18.992451,210.644485,5.638522,-3.570173,0,0,1
0.037692,0.083735,1.188255,-8.727237,-1.306993,-42.857037,10.318429,18.446989,206.315918,4.02888,-1.812367,0,0,1
0.09653,0.053217,0.928733,22.356733,-5.91768,-66.307419,12.39017,17.373835,199.618866,3.261981,-5.924228,0,0,1
-0.009427,-0.027105,0.977562,23.455971,4.967815,-59.666199,14.432275,17.529118,193.592575,-1.588167,0.552281,0,0,1
-0.02139,0.042475,0.76931,-0.376092,-3.856611,-45.101311,14.169584,16.828611,189.037338,3.158986,1.590204,0,0,1
-0.049954,0.054926,0.877464,-17.429527,-12.390963,-24.444824,12.232538,15.330621,186.568405,3.576073,3.251986,0,0,1
-0.058255,0.092524,1.076683,-12.895175,-1.780276,-3.208184,10.809612,14.909512,186.244385,4.904466,3.08567,0,0,1
-0.012356,0.107905,1.150169,-16.147083,9.731174,3.967389,9.102367,15.58677,186.645096,5.359293,0.612823,0,0,1
0.029636,0.143549,0.746116,34.4636,16.570869,-21.742535,12.549168,16.870544,184.449097,10.881997,-2.233671,0,0,1
0.076999,0.010493,1.005394,28.188795,-21.978748,-43.269249,15.100236,14.270093,180.078903,0.596193,-4.379265,0,0,1
0.093356,0.089594,0.828392,2.036122,-21.963482,-62.536427,15.122454,11.682889,173.762726,6.134267,-6.392908,0,0,1
0.00278,0.02685,0.931663,4.341465,-6.375695,-82.521164,15.282739,10.814747,165.428085,1.650774,-0.170911,0,0,1
-0.003323,0.103999,0.97097,-0.92571,-12.879513,-88.185287,15.007729,9.327538,156.521378,6.113489,0.194985,0,0,1
0.05405,0.006586,1.177513,8.784214,-0.253558,-92.551697,15.583439,9.063329,147.17366,0.320144,-2.628087,0,0,1
0.0582,-0.057623,1.042991,38.555206,-20.543634,-116.673836,19.024818,6.784873,135.389603,-3.157327,-3.18901,0,0,1
0.034274,-0.161871,1.310569,-0.528763,10.18919,-101.055511,18.451212,7.627966,125.182999,-7.038655,-1.486783,0,0,1
0.097995,0.028315,0.792747,-2.253954,-19.108521,-89.94101,17.899694,5.443197,116.098953,2.030153,-7.042401,0,0,1
0.022067,0.001704,0.873069,5.211695,-2.955848,-76.750168,18.05979,5.012807,108.347183,0.111765,-1.447876,0,0,1
-0.04263,0.087153,0.922386,-3.154717,-3.016917,-54.566959,17.494179,4.666625,102.835922,5.391921,2.634438,0,0,1
-0.013333,0.052973,1.250267,-12.788305,-24.268826,-30.460093,15.92703,2.183373,99.759453,2.426004,0.610439,0,0,1
